id	filename	md5	size	state
123e89e4-a93d-46cb-980e-d1acb1297e54	123e89e4-a93d-46cb-980e-d1acb1297e54/1d5e00c4-5c82-4035-8304-841ba81c61fd.htseq.counts.gz	c0fa87a7f91868bdc2938d40980abbad	258019	validated
129bf087-37a5-4ae7-847b-9e8ed29c489c	129bf087-37a5-4ae7-847b-9e8ed29c489c/015b7fde-e571-4f7d-9574-eacfa8107a4c.htseq.counts.gz	01fad72f0f964011f0af220c3aaeafa8	256064	validated
12b86bf2-36cd-4351-afbd-55547cc90fe8	12b86bf2-36cd-4351-afbd-55547cc90fe8/be68c6d8-3f37-4080-8ac7-4032756d071d.htseq.counts.gz	874d2e0aca89683bbb79cac906ed2f42	250244	validated
12e6deea-2ad5-46f2-a3f9-b7d16a03f5b2	12e6deea-2ad5-46f2-a3f9-b7d16a03f5b2/be5d2862-2042-43f3-9469-9c8c599e21fc.htseq.counts.gz	8e41badb303b8b3548e9362c0c198913	256863	validated
13850ee5-7407-4f9b-9a0b-6a30d94028f4	13850ee5-7407-4f9b-9a0b-6a30d94028f4/286f0725-a1d9-4745-aa33-c7a0d35e0481.htseq.counts.gz	d196df741e3bb1c0d10675e84149d204	253217	validated
13ebf468-8820-4784-9e9f-6150ca56656a	13ebf468-8820-4784-9e9f-6150ca56656a/d56f943d-74a6-4a8a-85df-85fd737b0eab.htseq.counts.gz	20d10343bbe0fe146422a05dd683225f	255927	validated
1408a0b4-5812-4191-a87b-f4cb32849cc4	1408a0b4-5812-4191-a87b-f4cb32849cc4/a8d90f96-19e8-4b2c-a9c8-904a4063d235.htseq.counts.gz	701dc1844679ab21c6dfaf332deb32c2	252287	validated
1433bdf9-1de5-4879-a4c2-2ee43800c1ba	1433bdf9-1de5-4879-a4c2-2ee43800c1ba/f426d6b8-5010-471c-aa9c-253269f6bc03.htseq.counts.gz	b99153e18cca196290ddc6109f4a5217	255893	validated
14f53cea-e25d-45b0-b313-b5fe731ece9d	14f53cea-e25d-45b0-b313-b5fe731ece9d/e9d0a954-7b2d-42c1-a2e1-799a289cc5af.htseq.counts.gz	cfa6d4efc4c0822ed1096016e739c84f	254003	validated
15f3f82b-e39e-4cb7-b170-e2bbff61c609	15f3f82b-e39e-4cb7-b170-e2bbff61c609/956b383e-6fd2-492c-b907-cf7c09b06863.htseq.counts.gz	41536ad8ee9f13b38ac20265ebfbc19e	258005	validated
160f9a11-65b0-44d0-bb02-5bb49a5b95d9	160f9a11-65b0-44d0-bb02-5bb49a5b95d9/3ff465f0-6c58-41eb-bad1-15bd5cd80531.htseq.counts.gz	eb02ceb27dfecacfa93dc1796d533b14	255076	validated
16a6a641-52a3-4569-8ea1-ea090ad7027c	16a6a641-52a3-4569-8ea1-ea090ad7027c/200f078d-025a-4d6a-9e45-709313357760.htseq.counts.gz	0bdf69d2936dfcc40c5f98dd0d069dc1	255524	validated
16b5a58b-480c-4561-b311-550398e74c3c	16b5a58b-480c-4561-b311-550398e74c3c/9a7c9e75-314d-49ab-9e31-5cb1fb1ebb38.htseq.counts.gz	44f0d14345537faad567d8a0ebd95af0	252423	validated
173720c8-fbce-4c3e-86e4-b84191ed67da	173720c8-fbce-4c3e-86e4-b84191ed67da/a3f0e2f2-fca0-4562-812e-31921c9f482f.htseq.counts.gz	d99d48d23785b6633a0df90562f01c82	249643	validated
17452245-bdfb-4cf0-b112-8c1254e681d4	17452245-bdfb-4cf0-b112-8c1254e681d4/4e368418-06a0-4795-a216-59f16353b590.htseq.counts.gz	af7dac5b1ea77036f13207563c5bb014	253739	validated
177f3a3d-4869-432e-bde2-eaed91187629	177f3a3d-4869-432e-bde2-eaed91187629/bf6ab33e-d822-470a-8c4d-9f7a8781eb90.htseq.counts.gz	6c1465bbbf37b30efdfe1ed57ee68b86	253221	validated
18816416-edda-401c-b1a9-618cb4ea7986	18816416-edda-401c-b1a9-618cb4ea7986/355f9f19-ed5e-4bf6-a8b5-d50f67d5d43c.htseq.counts.gz	6c87d0ce46832bd76ac8b59fa3baa4bb	255581	validated
1885c1ce-104c-4b61-a444-cd10b47c3665	1885c1ce-104c-4b61-a444-cd10b47c3665/57e55f20-f2a6-4d40-88cd-8aab747791b7.htseq.counts.gz	d888db2dc868cd54b1d3710f3f21c5be	254429	validated
19c998c3-e83a-42dc-889b-bd16393b6adc	19c998c3-e83a-42dc-889b-bd16393b6adc/576dfeab-3d42-4c3d-be8f-10279e800cfb.htseq.counts.gz	cf34a86a1b8c6edec7fe96348bd3b885	252896	validated
1a90a144-6641-44d8-a4f6-efa32e2eaff9	1a90a144-6641-44d8-a4f6-efa32e2eaff9/68ef4372-517a-443f-91fe-668feb24beee.htseq.counts.gz	2a06170ab62c7f8ccca5f57be674c6e1	248589	validated
1a978e0c-c25e-41c9-a0a1-96025baad2dc	1a978e0c-c25e-41c9-a0a1-96025baad2dc/de3d2ca0-d59f-46b3-9b15-fad972cfa86e.htseq.counts.gz	0f4bb12309773906ef2f42437d74e68b	260589	validated
1aa1e468-dedd-4023-ad34-627b34bc00ba	1aa1e468-dedd-4023-ad34-627b34bc00ba/e3f9e542-aeb1-48f7-ad1d-929262441454.htseq.counts.gz	2df9a30bbf06d58495d3f4b21d418cb1	251273	validated
1aa23877-33fb-421e-8cd3-3086d00989d8	1aa23877-33fb-421e-8cd3-3086d00989d8/a4bf8ad0-255e-41fc-92f1-bdbfb7001edb.htseq.counts.gz	99a4a4d8c6a40bca64bc45579e5d6097	255506	validated
1af298c0-84b1-4e32-81d0-e627c8dbd8b0	1af298c0-84b1-4e32-81d0-e627c8dbd8b0/476bae8b-1fb6-4c6c-98ae-2a779a718e6f.htseq.counts.gz	178abeb6f65dbccda0650aa879eacd30	254039	validated
1b0bc64a-1fad-450c-9826-901733d1fb0e	1b0bc64a-1fad-450c-9826-901733d1fb0e/80b47148-4783-43bb-9f61-570cb5f0202a.htseq.counts.gz	122557089f488736f42a05b498476092	253782	validated
1b2eb786-d430-416f-a3e2-20088874d53a	1b2eb786-d430-416f-a3e2-20088874d53a/21ec2ebe-dd2e-45bc-9702-cfc75f27dbbe.htseq.counts.gz	b2c7866ff0d99c6428133f6a470f05e4	259016	validated
1b7013e1-8acb-4c8a-9012-1b4a8c29fe75	1b7013e1-8acb-4c8a-9012-1b4a8c29fe75/e4b1ed66-ee93-4b3f-922f-f386412247ec.htseq.counts.gz	fd5c36846ec26470d0bd1025f218f901	251633	validated
1b9179b2-ebcc-4a18-932f-09cae1bf8b90	1b9179b2-ebcc-4a18-932f-09cae1bf8b90/8397b99f-3ab3-4e85-a6d2-4377689aface.htseq.counts.gz	15d57fc251d98b0e84338ba8a2b9bb77	251383	validated
1bb3155f-233c-4391-b0ff-f55077cd5084	1bb3155f-233c-4391-b0ff-f55077cd5084/a7ba8570-638d-4ec3-a02e-e861114ce097.htseq.counts.gz	af2a11e718a8e8e526fa3d93845246ec	258980	validated
1bd99108-25d9-4a68-8ba5-6df0c193b31b	1bd99108-25d9-4a68-8ba5-6df0c193b31b/bf10b66f-f192-44fe-9580-16599fb7904b.htseq.counts.gz	6e9f7ea0094c11f247c27f9db984a62a	255015	validated
1c19e674-4bc9-443b-ae31-228a74eb4836	1c19e674-4bc9-443b-ae31-228a74eb4836/c50805c9-71f7-41bb-97f9-5ef389cbfb62.htseq.counts.gz	954a620d759a22f98b84494f726a3e8f	252687	validated
1d0b3f02-4703-468b-91f3-8d00d2998c09	1d0b3f02-4703-468b-91f3-8d00d2998c09/f2d9774f-f42b-4c02-9dc2-0d91a577d0f4.htseq.counts.gz	0bf4de952f948af134ea91fe72a25d60	253075	validated
1e16138f-654c-427c-9ffb-b16b5d8d3fff	1e16138f-654c-427c-9ffb-b16b5d8d3fff/b5bfeece-9757-4bfc-8067-1a342175298d.htseq.counts.gz	059d45ebf26b6fd61c340f8685853dda	252518	validated
1ed5778a-7929-4645-b6fd-753268a79b37	1ed5778a-7929-4645-b6fd-753268a79b37/48eebb82-b27e-4e1a-b916-6d471d5869ee.htseq.counts.gz	30d526c9f155224fb05b6eba28b6cab3	253165	validated
1f5152a5-04aa-4389-8c09-aee3b02d8ff3	1f5152a5-04aa-4389-8c09-aee3b02d8ff3/e50711df-fe6b-480f-97c0-e150cb5d3a5b.htseq.counts.gz	ddd66dfbb17ceb234d1002ae9730d0e9	254654	validated
1fbe7f8c-bd58-4462-bd14-107268c693b4	1fbe7f8c-bd58-4462-bd14-107268c693b4/666b1386-0778-4b3c-a736-dccdc041c80f.htseq.counts.gz	77ee4721519cd4b006c85a86a8c266fb	257748	validated
20d82764-4c1b-436e-8ec3-18e2f41baf5a	20d82764-4c1b-436e-8ec3-18e2f41baf5a/ee688178-c5d2-445d-a4ce-69a17640e43d.htseq.counts.gz	539ea943ebd6cf02b50a67eb67bda980	250904	validated
20f2ddd9-f4be-4515-9f1c-8bbf79882dc8	20f2ddd9-f4be-4515-9f1c-8bbf79882dc8/521cf209-e415-4352-96d7-aef7c1d564c0.htseq.counts.gz	f8fec45dd8c9e4ced27dc7e161b1ac1a	256097	validated
219fa29f-3da2-4ee1-991f-18dcca25184a	219fa29f-3da2-4ee1-991f-18dcca25184a/7db35b39-8d3e-4f93-8450-7e494ba9e0f8.htseq.counts.gz	d9142b512ca71c49a087567cadf22a18	259629	validated
2208f420-20a2-46a1-801a-ff7eb8a42590	2208f420-20a2-46a1-801a-ff7eb8a42590/b1f1481f-9572-4460-bc2e-7646b454f488.htseq.counts.gz	591fd7f7aa0bd4b3342214c213dae3ec	254457	validated
22245d1e-8376-46e1-8d3c-b5c3961c772e	22245d1e-8376-46e1-8d3c-b5c3961c772e/608afa9d-7bfd-44d3-9d73-1b027c185518.htseq.counts.gz	48a9406eb12229c43945035651a787c4	258941	validated
23572751-2161-4b78-8b67-08cdcfc597c4	23572751-2161-4b78-8b67-08cdcfc597c4/65393588-3484-4942-80d5-fb3a43cbc543.htseq.counts.gz	f8b7cda19bdeff2b53379a3a33680988	259303	validated
23b1679f-ae8a-48fb-b5ca-f7772edf046f	23b1679f-ae8a-48fb-b5ca-f7772edf046f/4760aebd-9599-4cfa-9b56-50bd7ffb87cd.htseq.counts.gz	077ca308d860d181a2b460bd82ab0f79	254452	validated
23b7e501-5a69-42f8-b1be-f4cc960c8b49	23b7e501-5a69-42f8-b1be-f4cc960c8b49/00a9180b-4707-411f-9732-61fc49bfeb48.htseq.counts.gz	0b1532d3b8b5f7ce058fb816ac277b9a	250628	validated
24200a94-07cc-4639-a9c0-5d3a309439a2	24200a94-07cc-4639-a9c0-5d3a309439a2/53bbcddc-bbee-4a5c-ae1b-f68a5e7ef01c.htseq.counts.gz	028ad064326f0cd91a4b12cb213a3756	258553	validated
256908f6-e3c5-4cea-80f1-da17581e58c0	256908f6-e3c5-4cea-80f1-da17581e58c0/776104e1-6a5b-4fda-8943-23edd5bcb462.htseq.counts.gz	00d02164701c9eaaddd3b112f80fc0ef	253647	validated
2576a7cb-4188-4951-add9-8ff19fee8962	2576a7cb-4188-4951-add9-8ff19fee8962/6528258a-b7eb-4919-8056-225229e1efa5.htseq.counts.gz	c9ac1a63cee57206c896c219644a79d9	254471	validated
258f12c4-7ebb-4704-bde0-c00a6794410e	258f12c4-7ebb-4704-bde0-c00a6794410e/f25e85e5-e84e-4b42-bcf0-d493d8bffba4.htseq.counts.gz	d44bb7cc0c98a2e6b9002fb42bdd068c	255013	validated
259728af-0e54-4e90-ab0e-2d298c46d432	259728af-0e54-4e90-ab0e-2d298c46d432/bf688e5b-c62b-424c-b974-5c8b24e46764.htseq.counts.gz	f24560d73a183c1c51c24203f67113b9	257731	validated
25d9f4c5-a040-49bc-839a-671a3ef1d89c	25d9f4c5-a040-49bc-839a-671a3ef1d89c/61162647-173a-458b-a387-967a2fd77630.htseq.counts.gz	c2d495974f3e59cbf884af0d40ecfef4	262007	validated
25e26eb5-ef83-458e-8de5-afdb8dfdb3d4	25e26eb5-ef83-458e-8de5-afdb8dfdb3d4/e1c82878-ac01-45bd-83b0-4bc606039670.htseq.counts.gz	b6627ed40033dfc9c3811a33d6194747	250609	validated
261fac60-1fc6-4b63-8504-50661012817d	261fac60-1fc6-4b63-8504-50661012817d/5ed6a576-0353-4e3e-9df8-a1a177e4672f.htseq.counts.gz	c4f46c5fae5700c7d1bf5cc1fe5e7aba	253045	validated
26280006-d638-4f1e-b679-ea511b9a849f	26280006-d638-4f1e-b679-ea511b9a849f/5e34aa02-ef95-47e8-8dc1-7fdbbb9c883c.htseq.counts.gz	27f2751ccc40e1a1c2337fcac9067682	253727	validated
26315240-b1bd-4a15-8e07-43b6aab822bd	26315240-b1bd-4a15-8e07-43b6aab822bd/dcc0b93e-257f-48ce-b052-4de18db8d3ff.htseq.counts.gz	9b56620d5fee13365ce051bfd70975f3	251504	validated
265ef764-0299-4452-9995-e50b965edfcf	265ef764-0299-4452-9995-e50b965edfcf/495fe6cb-7649-4434-98cd-214f1b842907.htseq.counts.gz	93331d3fde8983bd431b0ca992cc23f4	258252	validated
2662d132-5eea-4f13-8f92-2820e71536b6	2662d132-5eea-4f13-8f92-2820e71536b6/1d443e1f-794b-45bb-ae6f-91f57d5fca33.htseq.counts.gz	5fd1172cb41356f06287d2b79e7a566a	253442	validated
2671dda7-926b-4b95-9b0c-5ebe9a40f0c2	2671dda7-926b-4b95-9b0c-5ebe9a40f0c2/9af07569-4904-4354-8554-a53951d991d5.htseq.counts.gz	5d5523ee1c7aa65b5feb6f57c7bb7aed	257062	validated
267c4c14-6c85-4ea1-b946-431363971381	267c4c14-6c85-4ea1-b946-431363971381/2950c137-45e0-458f-987f-31de7f7befc4.htseq.counts.gz	b9f546cce9ca2489d5fbf04307968558	250727	validated
26ad3537-317f-4297-98ab-5854fb33e766	26ad3537-317f-4297-98ab-5854fb33e766/426b94fe-fcff-49f2-9d0b-c7cb49bb5559.htseq.counts.gz	1a1c97d8842ef68ae2c3560da9d5262f	257572	validated
26e02424-b82c-453d-9994-3bb2dbcebfae	26e02424-b82c-453d-9994-3bb2dbcebfae/b65910eb-d898-4c43-8cdf-300c94f168a3.htseq.counts.gz	97fe787df7947d461908a7275a204eb2	264950	validated
2707fd6a-c885-48b6-a44c-7c9644d08025	2707fd6a-c885-48b6-a44c-7c9644d08025/b25e8317-280f-4d1d-a65f-67bb2a20268d.htseq.counts.gz	ff44aa0ff912eaae0d7a2ea616617805	262837	validated
27470e9b-a827-494f-901f-d3c5a54aafa2	27470e9b-a827-494f-901f-d3c5a54aafa2/0ca1e770-a584-4090-95fa-9c0a3ad4bc16.htseq.counts.gz	25db343ddd5cc348fe4e63e1b952cbc0	241164	validated
27510e15-2bea-49d3-9580-17bad477970e	27510e15-2bea-49d3-9580-17bad477970e/ea52b9de-451a-480f-8e1a-ac520dcfdeff.htseq.counts.gz	d9b8ef24770cfea6600ae2c2b2097ac8	254851	validated
27cba210-ac94-4bec-a5c8-8ad890497e6c	27cba210-ac94-4bec-a5c8-8ad890497e6c/87750eaf-0823-4f5c-9bf7-577471f4ca68.htseq.counts.gz	fdf00c42dabfb348ed147b42b63eaa93	253439	validated
27d3095b-0b1a-4524-8509-5cce95f1f941	27d3095b-0b1a-4524-8509-5cce95f1f941/3645a77a-a0da-4385-b02d-4e52fbe33df0.htseq.counts.gz	5c2b90c48fcb836c5c8f3b308ab1324d	252287	validated
27fa4c19-9ac2-4ed6-a013-f6cea9d6ccd7	27fa4c19-9ac2-4ed6-a013-f6cea9d6ccd7/55cca3e8-899a-4fba-941a-8789f5d1d206.htseq.counts.gz	dcb2545f46169615ba257e1c617005a6	256303	validated
2874581e-c7b6-459a-b153-bbbe7bcdd198	2874581e-c7b6-459a-b153-bbbe7bcdd198/3582b129-85dc-49f5-bcfb-bc409ab90080.htseq.counts.gz	4ec5d8b30d991aa58a70689d78e7279e	255981	validated
2875cd96-831a-4860-8293-0035eac51af6	2875cd96-831a-4860-8293-0035eac51af6/14a46052-6b89-4fb0-bc9c-08d232219ab7.htseq.counts.gz	80896ccee0d3aa07adbca1305b7944b7	250127	validated
28ac8ad7-98d4-4430-a310-c351e5b1c455	28ac8ad7-98d4-4430-a310-c351e5b1c455/58f96018-2cf5-4e6b-bec0-b8c79da62bce.htseq.counts.gz	755d899546fbc783456b5ebc64a2e727	261058	validated
28b4e6d0-e3c4-4160-8e3b-ebbc2ff21ba5	28b4e6d0-e3c4-4160-8e3b-ebbc2ff21ba5/fde994b4-f247-4bc9-81f2-dd9d39008c31.htseq.counts.gz	d096a1f89eac581ecd5a0b3d7d31ae50	255598	validated
29598799-b3a6-47c4-b6d0-597348bf6166	29598799-b3a6-47c4-b6d0-597348bf6166/38712765-2ae2-438a-92e0-ca9e326a875d.htseq.counts.gz	eae5a39a4d70ab91a4451c40313a4498	251043	validated
2a3861af-a692-4051-b814-5c6bf810b3ce	2a3861af-a692-4051-b814-5c6bf810b3ce/44c147cc-537b-41f4-bff7-9ccef7d5d7a9.htseq.counts.gz	bb4332b85a6ca6d4d2d6b8f9b67ea0cf	254894	validated
2a4378da-85ae-4dba-9246-104ab18d1be2	2a4378da-85ae-4dba-9246-104ab18d1be2/8e2e6b91-b5d6-4d21-a2c9-4ce9d48307ed.htseq.counts.gz	dcd9c7c4f89ad8216758dcd97ecf5486	248971	validated
2a7eef40-f7c9-4864-94d8-2c65cec448c4	2a7eef40-f7c9-4864-94d8-2c65cec448c4/0ae0a2cb-0845-459e-b673-98ee0dea3968.htseq.counts.gz	4917518074af25c96e9c0ba5fc7772b9	254233	validated
2acf0bea-d02b-4649-a6ee-763a9639b966	2acf0bea-d02b-4649-a6ee-763a9639b966/1f443134-5a5e-492f-9f82-843280eeaa7f.htseq.counts.gz	bf43242e75a944f0b95913626fadfc0b	253436	validated
2b92d5f1-3264-4fe6-8c9d-f6c878f17af6	2b92d5f1-3264-4fe6-8c9d-f6c878f17af6/2b316653-ead7-4cf4-8b6c-e637d86f054c.htseq.counts.gz	452c474fec9208ebc223864a969e825b	252196	validated
2bc1b30a-eb4a-495b-9c82-30e016edfd31	2bc1b30a-eb4a-495b-9c82-30e016edfd31/f6178fdc-41f7-458b-a905-4ea298e6b098.htseq.counts.gz	11cbff809bafc3c56ee2fc162b031ab2	259017	validated
2cdde47d-4d0f-47ab-8ad1-6bf86e775586	2cdde47d-4d0f-47ab-8ad1-6bf86e775586/6bfb01db-5e92-4fad-9b21-39e1e911716b.htseq.counts.gz	4ec64b5fd075b9ff8e5d50c50ce3b328	250026	validated
2da146cc-b79d-49a8-b721-b69d9d44f9c0	2da146cc-b79d-49a8-b721-b69d9d44f9c0/c02e42b9-e4c1-4119-b287-97f74517aab5.htseq.counts.gz	d4980ad92b4349b9090481a5308caef2	252425	validated
2e71d4d7-bede-49b2-9ed4-4e4d184fa688	2e71d4d7-bede-49b2-9ed4-4e4d184fa688/8dec6cce-17fe-4d01-8ad3-f8baa1156356.htseq.counts.gz	584904b83e2ea4e078a96e9187c883ac	251900	validated
2ec78c8e-5734-4591-bd93-b4fd8a11a518	2ec78c8e-5734-4591-bd93-b4fd8a11a518/3add0a93-4d4a-44e6-a85a-f2f0915e03c0.htseq.counts.gz	728b24d58cc105c061e09a45011adcca	254815	validated
2f2d5c8b-d289-46a1-8522-12949be17ae4	2f2d5c8b-d289-46a1-8522-12949be17ae4/bd77428f-6994-415d-ad14-a6e7676b343a.htseq.counts.gz	10076d615a94ee979da7f73abee731d3	251554	validated
2ff3f415-bd55-4481-84b2-8ae67dbce5b5	2ff3f415-bd55-4481-84b2-8ae67dbce5b5/f3876e31-2267-458d-826f-769bcfb34e56.htseq.counts.gz	5bbd4c820cabac46236e6920305bb116	254270	validated
302eede7-3d7c-4718-ac97-9546aef0d2fe	302eede7-3d7c-4718-ac97-9546aef0d2fe/61164db7-6b71-4a35-a799-8abcfb5ce4b0.htseq.counts.gz	72fb8d1156e09d015fb12e501c431ee5	249718	validated
